Character,Radical,CharFreq,Radicals,Qwen_Token_IDs
真,目,2691.684,['目'],[88051]
眼,目,722.3506,['目'],[99246]
督,目,25.1062,['目'],[99625]
鸡,鸟,220.3605,"['鳥', '鸟']",[100417]
鸟,鸟,129.8321,"['鳥', '鸟']",[100462]
鸣,鸟,44.5086,"['鳥', '鸟']",[102326]
鹅,鸟,28.1432,"['鳥', '鸟']",[103347]
鹏,鸟,8.9481,"['鳥', '鸟']",[104403]
鸿,鸟,22.2914,"['鳥', '鸟']",[104594]
鹰,鸟,27.1358,"['鳥', '鸟']",[105312]
鸭,鸟,59.3975,"['鳥', '鸟']",[105397]
鹤,鸟,11.4765,"['鳥', '鸟']",[105501]
鸽,鸟,13.9012,"['鳥', '鸟']",[112582]
鸥,鸟,3.3926,"['鳥', '鸟']",[116724]
鹭,鸟,1.358,"['鳥', '鸟']",[117948]
鸦,鸟,11.6148,"['鳥', '鸟']",[118195]
鹊,鸟,2.1383,"['鳥', '鸟']",[118643]
鸯,鸟,2.8889,"['鳥', '鸟']",[119380]
鸵,鸟,1.2,"['鳥', '鸟']",[119387]
鸳,鸟,2.9728,"['鳥', '鸟']",[119388]
鹃,鸟,1.2247,"['鳥', '鸟']",[119434]
鹉,鸟,2.6321,"['鳥', '鸟']",[119448]
鹦,鸟,2.716,"['鳥', '鸟']",[119505]
鸠,鸟,2.9531,"['鳥', '鸟']",[119732]
鸢,鸟,0.5827,"['鳥', '鸟']",[119853]
鸨,鸟,0.2519,"['鳥', '鸟']",[120185]
鸪,鸟,0.2617,"['鳥', '鸟']",[120320]
鸫,鸟,0.0741,"['鳥', '鸟']",[120359]
鸬,鸟,0.0642,"['鳥', '鸟']",[120362]
鸶,鸟,0.0346,"['鳥', '鸟']",[120549]
鸸,鸟,0.0395,"['鳥', '鸟']",[120627]
鸾,鸟,1.2691,"['鳥', '鸟']",[120753]
鹂,鸟,0.3012,"['鳥', '鸟']",[120899]
鹄,鸟,0.1827,"['鳥', '鸟']",[120975]
鹈,鸟,0.1185,"['鳥', '鸟']",[121042]
鹋,鸟,0.0296,"['鳥', '鸟']",[121126]
鹌,鸟,1.1753,"['鳥', '鸟']",[121167]
鹑,鸟,1.2049,"['鳥', '鸟']",[121270]
鹕,鸟,0.0988,"['鳥', '鸟']",[121379]
鹚,鸟,0.0691,"['鳥', '鸟']",[121498]
鹜,鸟,0.4049,"['鳥', '鸟']",[121535]
鹞,鸟,0.084,"['鳥', '鸟']",[121645]
鹧,鸟,0.2716,"['鳥', '鸟']",[121810]
鹫,鸟,0.4148,"['鳥', '鸟']",[121932]
鹳,鸟,0.1778,"['鳥', '鸟']",[122095]
牵,牛,70.8741,"['牜', '牛']",[100578]
牛,牛,365.7284,"['牜', '牛']",[100664]
牺,牛,16.9728,"['牜', '牛']",[102916]
牲,牛,20.2864,"['牜', '牛']",[102917]
牟,牛,1.6148,"['牜', '牛']",[112418]
犁,牛,1.0963,"['牜', '牛']",[117301]
犀,牛,20.3802,"['牜', '牛']",[117422]
犟,牛,0.5679,"['牜', '牛']",[121841]
特,牛,781.3284,"['牜', '牛']",[65278]
牢,牛,34.558,"['牜', '牛']",[99988]
牧,牜,23.0568,"['牜', '牛']",[100534]
牡,牜,5.9951,"['牜', '牛']",[103329]
牠,牜,0.8494,"['牜', '牛']",[119083]
牦,牜,0.4296,"['牜', '牛']",[119898]
犊,牜,1.8568,"['牜', '牛']",[120972]
犄,牜,0.4049,"['牜', '牛']",[120973]
犒,牜,2.8593,"['牜', '牛']",[121449]
物,牜,651.5556,"['牜', '牛']",[52853]
娘,女,211.0667,['女'],[100103]
妙,女,99.4272,['女'],[100279]
妹,女,359.2296,['女'],[100304]
嫌,女,46.6568,['女'],[100314]
婆,女,217.5111,['女'],[100562]
婴,女,26.484,['女'],[100592]
妻,女,115.0173,['女'],[100866]
姿,女,44.484,['女'],[100928]
妆,女,76.1481,['女'],[100951]
妥,女,17.7481,['女'],[100972]
姆,女,76.7309,['女'],[101316]
姑,女,107.9605,['女'],[101371]
姓,女,52.0593,['女'],[101395]
娃,女,65.9309,['女'],[101549]
妨,女,13.8519,['女'],[101658]
奴,女,16.5136,['女'],[101694]
姥,女,23.5556,['女'],[101852]
娜,女,114.0642,['女'],[102227]
姜,女,35.8123,['女'],[102282]
姻,女,45.0173,['女'],[102319]
妖,女,32.4,['女'],[102409]
嫁,女,68.6272,['女'],[102583]
姚,女,13.0963,['女'],[102624]
姨,女,77.6198,['女'],[103088]
媳,女,29.5654,['女'],[103248]
奸,女,54.6815,['女'],[103266]
媚,女,23.3432,['女'],[103459]
妊,女,1.1704,['女'],[103472]
娠,女,1.116,['女'],[103473]
娩,女,2.0148,['女'],[103672]
嫉,女,27.6691,['女'],[103698]
妒,女,32.5185,['女'],[103699]
姊,女,5.9802,['女'],[103856]
婪,女,6.0642,['女'],[103875]
娇,女,36.1481,['女'],[105219]
嫩,女,31.1358,['女'],[105347]
妮,女,47.9259,['女'],[105658]
妃,女,21.2593,['女'],[106456]
婉,女,8.3556,['女'],[106783]
姬,女,12.6222,['女'],[107309]
娶,女,59.4864,['女'],[107519]
娟,女,4.884,['女'],[107655]
妄,女,13.1704,['女'],[108682]
嫂,女,17.4617,['女'],[109790]
媛,女,5.3877,['女'],[109970]
妍,女,7.5852,['女'],[110270]
妳,女,24.9284,['女'],[110768]
妞,女,54.242,['女'],[114049]
妾,女,1.9951,['女'],[114835]
娥,女,3.8074,['女'],[116511]
婶,女,7.1753,['女'],[118504]
嫡,女,0.3012,['女'],[119093]
妓,女,21.3086,['女'],[119128]
嬉,女,4.6815,['女'],[119261]
婿,女,5.9951,['女'],[119447]
妩,女,3.2395,['女'],[119776]
妪,女,0.0938,['女'],[119777]
妲,女,0.8198,['女'],[119992]
妯,女,0.1136,['女'],[119993]
姗,女,2.3407,['女'],[119994]
娆,女,2.2025,['女'],[120267]
姝,女,0.3753,['女'],[120268]
姣,女,1.358,['女'],[120269]
姘,女,0.321,['女'],[120270]
娑,女,1.2,['女'],[120498]
娌,女,0.1185,['女'],[120532]
娴,女,5.0716,['女'],[120535]
娣,女,0.6074,['女'],[120536]
娓,女,0.3852,['女'],[120537]
婀,女,0.4346,['女'],[120538]
婊,女,16.5383,['女'],[120818]
娼,女,1.4272,['女'],[120819]
婢,女,0.3506,['女'],[120820]
媾,女,0.1778,['女'],[121328]
媲,女,1.3235,['女'],[121330]
嫔,女,0.9926,['女'],[121332]
嫖,女,2.4247,['女'],[121529]
嫦,女,1.521,['女'],[121530]
嬴,女,0.484,['女'],[121822]
嬗,女,0.2272,['女'],[121843]
嬷,女,3.2691,['女'],[121951]
孀,女,0.5235,['女'],[122077]
始,女,796.6667,['女'],[26606]
如,女,1682.7852,['女'],[29524]
好,女,7331.8765,['女'],[52801]
女,女,1951.4765,['女'],[57750]
委,女,86.3111,['女'],[99199]
媒,女,37.837,['女'],[99502]
她,女,1773.7185,['女'],[99517]
威,女,138.0198,['女'],[99627]
妈,女,990.7012,['女'],[99680]
婚,女,341.0469,['女'],[99838]
娱,女,60.3259,['女'],[99920]
奶,女,244.1432,['女'],[99968]
姐,女,457.6988,['女'],[99972]
妇,女,113.1012,['女'],[99981]
皱,皮,21.5309,['皮'],[103117]
皲,皮,0.3259,['皮'],[120800]
皴,皮,0.1827,['皮'],[121082]
皮,皮,321.7481,['皮'],[99888]
牍,片,0.079,['片'],[120987]
牒,片,0.4988,['片'],[121240]
片,片,1065.6247,['片'],[34718]
版,片,821.6148,['片'],[40301]
牌,片,187.1951,['片'],[99327]
乘,丿,43.684,"['丿', '乀', '乁']",[100252]
乌,丿,52.642,"['丿', '乀', '乁']",[100444]
乏,丿,39.9309,"['丿', '乀', '乁']",[100467]
乔,丿,88.6074,"['丿', '乀', '乁']",[101384]
乃,丿,24.5235,"['丿', '乀', '乁']",[101451]
丢,丿,100.637,"['丿', '乀', '乁']",[101527]
乖,丿,60.4395,"['丿', '乀', '乁']",[101842]
乒,丿,3.8272,"['丿', '乀', '乁']",[103631]
乓,丿,3.9506,"['丿', '乀', '乁']",[103632]
乍,丿,3.8222,"['丿', '乀', '乁']",[114490]
之,丿,1522.0741,"['丿', '乀', '乁']",[53930]
么,丿,5856.5728,"['丿', '乀', '乁']",[81596]
乐,丿,1581.5407,"['丿', '乀', '乁']",[99350]
久,丿,438.6815,"['丿', '乀', '乁']",[99379]
乎,丿,244.9383,"['丿', '乀', '乁']",[99587]
罕,冖,12.7358,['冖'],[103313]
冥,冖,9.6346,['冖'],[107437]
冤,冖,21.9506,['冖'],[109744]
冢,冖,0.9235,['冖'],[119094]
冗,冖,1.2395,['冖'],[119256]
冧,冖,0.7012,['冖'],"[13519, 100]"
冚,冖,0.3802,['冖'],"[13519, 248]"
写,冖,485.8963,['冖'],[61443]
农,冖,92.8691,['冖'],[99288]
军,冖,286.084,['冖'],[99292]
冠,冖,96.8,['冖'],[99704]
敲,攴,39.5605,"['攴', '攵']",[105353]
齐,齐,72.1531,"['齐', '齊']",[100046]
氧,气,20.6272,['气'],[100316]
氛,气,43.6494,['气'],[101332]
氨,气,3.8963,['气'],[101810]
氢,气,2.0642,['气'],[102858]
氯,气,2.0741,['气'],[109941]
氮,气,1.0815,['气'],[109958]
氟,气,1.2691,['气'],[111550]
氪,气,1.4815,['气'],[118554]
氙,气,0.1778,['气'],[119716]
氚,气,0.0642,['气'],[119717]
氤,气,0.6568,['气'],[120413]
氰,气,0.9284,['气'],[120969]
氲,气,0.6568,['气'],[121230]
气,气,1064.2914,['气'],[99180]
凶,凵,57.6988,['凵'],[102604]
凸,凵,7.7778,['凵'],[103179]
函,凵,5.2,['凵'],[105512]
凿,凵,2.4691,['凵'],[113316]
凹,凵,5.5753,['凵'],[113672]
出,凵,2396.4988,['凵'],[20221]
击,凵,318.6123,['凵'],[52726]
欣,欠,71.4025,['欠'],[100885]
欺,欠,56.0889,['欠'],[100994]
欲,欠,121.6889,['欠'],[101188]
欠,欠,48.8494,['欠'],[101463]
歉,欠,150.4247,['欠'],[101698]
歇,欠,23.7679,['欠'],[106408]
欸,欠,1.5111,['欠'],[120826]
歃,欠,0.0444,['欠'],[121232]
次,欠,1271.1259,['欠'],[32571]
款,欠,217.1062,['欠'],[68153]
欢,欠,1200.8889,['欠'],[99352]
歌,欠,451.6691,['欠'],[99678]
欧,欠,87.3481,['欠'],[99831]
靓,青,47.121,['青'],[103682]
靖,青,3.5259,['青'],[105926]
靛,青,0.3506,['青'],[121703]
青,青,297.684,['青'],[99467]
静,青,261.921,['青'],[99541]
献,犬,57.2296,"['犬', '犭']",[100060]
犹,犬,47.9951,"['犬', '犭']",[100986]
犬,犬,26.6272,"['犬', '犭']",[105329]
狞,犬,0.9531,"['犬', '犭']",[119336]
狰,犬,0.8593,"['犬', '犭']",[119359]
獒,犬,3.9951,"['犬', '犭']",[121347]
状,犬,140.4049,"['犬', '犭']",[99762]
仓,人,30.6765,"['人', '亻']",[100488]
仑,人,6.8593,"['人', '亻']",[103697]
伞,人,24.2815,"['人', '亻']",[106691]
俞,人,2.6667,"['人', '亻']",[109775]
仄,人,0.6074,"['人', '亻']",[116447]
佚,人,0.2667,"['人', '亻']",[119720]
佘,人,1.1704,"['人', '亻']",[119724]
俎,人,0.316,"['人', '亻']",[120170]
人,人,8774.3259,"['人', '亻']",[17340]
以,人,2846.5432,"['人', '亻']",[23031]
今,人,2166.8247,"['人', '亻']",[36171]
会,人,4272.8,"['人', '亻']",[36993]
从,人,960.2074,"['人', '亻']",[45181]
介,人,119.9407,"['人', '亻']",[74810]
余,人,76.0198,"['人', '亻']",[88683]
企,人,105.121,"['人', '亻']",[97797]
众,人,147.5012,"['人', '亻']",[99410]
令,人,154.9333,"['人', '亻']",[99738]
旧,日,121.5802,['日'],[100052]
晓,日,54.4148,['日'],[100214]
映,日,38.6667,['日'],[100261]
晨,日,162.237,['日'],[100276]
暗,日,151.0222,['日'],[100424]
晶,日,31.5901,['日'],[100550]
暂,日,54.4889,['日'],[100559]
昆,日,19.284,['日'],[100584]
昌,日,25.9802,['日'],[100763]
昨,日,355.1951,['日'],[100823]
晋,日,15.1062,['日'],[100850]
旺,日,45.9901,['日'],[100869]
旨,日,5.4914,['日'],[100936]
旦,日,58.1827,['日'],[101175]
晰,日,30.0691,['日'],[101323]
昂,日,23.7235,['日'],[101584]
昏,日,37.763,['日'],[101616]
暑,日,13.8025,['日'],[101722]
旬,日,3.3531,['日'],[101777]
曝,日,20.158,['日'],[102378]
晒,日,108.721,['日'],[102488]
晕,日,90.0395,['日'],[102997]
旱,日,6.1136,['日'],[103214]
昔,日,12.8593,['日'],[103435]
昧,日,19.042,['日'],[103675]
暧,日,13.6247,['日'],[103724]
曙,日,3.2,['日'],[103741]
昼,日,3.6593,['日'],[103873]
暨,日,2.958,['日'],[104665]
晴,日,70.8889,['日'],[105212]
旭,日,6.8691,['日'],[105495]
昭,日,4.8049,['日'],[105805]
晃,日,25.7827,['日'],[106482]
昊,日,2.7358,['日'],[107160]
晖,日,2.9432,['日'],[109117]
暮,日,11.1012,['日'],[109803]
曦,日,7.6988,['日'],[110147]
旷,日,6.3704,['日'],[111520]
晟,日,3.8716,['日'],[113337]
晾,日,5.2296,['日'],[114158]
晏,日,1.5506,['日'],[115330]
暇,日,5.0667,['日'],[116435]
昱,日,0.5383,['日'],[116772]
晦,日,3.679,['日'],[117505]
昵,日,6.7309,['日'],[119072]
晌,日,0.7506,['日'],[119376]
旯,日,0.3654,['日'],[119606]
旮,日,0.4049,['日'],[119630]
昙,日,1.3877,['日'],[119855]
旻,日,0.3654,['日'],[119861]
昴,日,0.1679,['日'],[120110]
晤,日,4.642,['日'],[120642]
晷,日,0.084,['日'],[120915]
暄,日,2.2765,['日'],[121190]
暹,日,1.042,['日'],[121598]
晔,日,0.3852,['日'],[122629]
晙,日,0.2173,['日'],[122804]
时,日,3481.5852,['日'],[13343]
是,日,15477.3926,['日'],[20412]
明,日,1497.1012,['日'],[30858]
星,日,720.479,['日'],[77419]
景,日,183.2247,['日'],[85254]
易,日,485.6741,['日'],[86744]
日,日,1612.6568,['日'],[8903]
早,日,1144.4889,['日'],[99391]
晚,日,1634.5432,['日'],[99438]
智,日,158.5235,['日'],[99473]
春,日,956.8099,['日'],[99528]
普,日,126.1383,['日'],[99537]
显,日,172.1481,['日'],[99580]
暖,日,247.1901,['日'],[99856]
暴,日,104.6074,['日'],[99956]
禽,禸,19.2099,['禸'],[103169]
离,禸,498.3852,['禸'],[99372]
腐,肉,62.3654,['肉'],[100298]
脔,肉,0.0346,['肉'],[121019]
肏,肉,0.5383,['肉'],"[56842, 237]"
肉,肉,305.0914,['肉'],[99894]
入,入,662.6519,['入'],[17254]
全,入,943.6049,['入'],[35987]
彰,彡,6.0198,['彡'],[101636]
彭,彡,14.8198,['彡'],[104841]
彬,彡,8.2272,['彡'],[107351]
彦,彡,4.1136,['彡'],[107892]
彤,彡,4.3506,['彡'],[109827]
彪,彡,7.7185,['彡'],[111809]
影,彡,594.9333,['彡'],[57222]
形,彡,174.8296,['彡'],[82699]
彩,彡,443.0321,['彡'],[99414]
液,氵,56.963,"['氺', '水', '氵']",[100058]
涉,氵,21.8272,"['氺', '水', '氵']",[100068]
洲,氵,71.1753,"['氺', '水', '氵']",[100075]
湿,氵,71.2988,"['氺', '水', '氵']",[100102]
浓,氵,57.0716,"['氺', '水', '氵']",[100113]
潜,氵,63.6691,"['氺', '水', '氵']",[100115]
潮,氵,136.9877,"['氺', '水', '氵']",[100227]
池,氵,38.0889,"['氺', '水', '氵']",[100230]
混,氵,146.3556,"['氺', '水', '氵']",[100235]
滑,氵,80.237,"['氺', '水', '氵']",[100243]
泽,氵,34.1333,"['氺', '水', '氵']",[100251]
涂,氵,60.0938,"['氺', '水', '氵']",[100286]
沿,氵,18.7111,"['氺', '水', '氵']",[100288]
澳,氵,42.7309,"['氺', '水', '氵']",[100291]
滚,氵,115.3136,"['氺', '水', '氵']",[100301]
滨,氵,22.7111,"['氺', '水', '氵']",[100325]
滋,氵,52.884,"['氺', '水', '氵']",[100333]
渐,氵,49.684,"['氺', '水', '氵']",[100434]
湾,氵,71.042,"['氺', '水', '氵']",[100440]
泡,氵,124.7358,"['氺', '水', '氵']",[100454]
泛,氵,17.0864,"['氺', '水', '氵']",[100461]
津,氵,31.5012,"['氺', '水', '氵']",[100468]
漏,氵,28.0691,"['氺', '水', '氵']",[100515]
沃,氵,40.0395,"['氺', '水', '氵']",[100556]
漂,氵,218.0741,"['氺', '水', '氵']",[100574]
淀,氵,17.1111,"['氺', '水', '氵']",[100611]
洞,氵,52.9284,"['氺', '水', '氵']",[100743]
洛,氵,90.3407,"['氺', '水', '氵']",[100748]
浮,氵,80.1827,"['氺', '水', '氵']",[100825]
泥,氵,44.9679,"['氺', '水', '氵']",[100846]
滴,氵,219.4667,"['氺', '水', '氵']",[100856]
汗,氵,54.6321,"['氺', '水', '氵']",[100868]
淘,氵,128.4099,"['氺', '水', '氵']",[100891]
泪,氵,193.4469,"['氺', '水', '氵']",[100899]
涵,氵,20.9383,"['氺', '水', '氵']",[100933]
淮,氵,7.2099,"['氺', '水', '氵']",[100935]
渔,氵,12.9975,"['氺', '水', '氵']",[100938]
涌,氵,23.2741,"['氺', '水', '氵']",[100945]
浴,氵,38.3309,"['氺', '水', '氵']",[100969]
涯,氵,38.2963,"['氺', '水', '氵']",[100983]
渠,氵,7.2988,"['氺', '水', '氵']",[101146]
渡,氵,23.2889,"['氺', '水', '氵']",[101374]
浦,氵,26.9284,"['氺', '水', '氵']",[101465]
添,氵,41.5407,"['氺', '水', '氵']",[101481]
沪,氵,9.6049,"['氺', '水', '氵']",[101512]
浏,氵,9.0914,"['氺', '水', '氵']",[101525]
滩,氵,27.7827,"['氺', '水', '氵']",[101562]
浸,氵,19.9407,"['氺', '水', '氵']",[101595]
溶,氵,13.7975,"['氺', '水', '氵']",[101631]
汰,氵,18.6568,"['氺', '水', '氵']",[101682]
泌,氵,8.163,"['氺', '水', '氵']",[101690]
泄,氵,29.4519,"['氺', '水', '氵']",[101719]
淋,氵,34.2074,"['氺', '水', '氵']",[101724]
漠,氵,28.7111,"['氺', '水', '氵']",[101735]
滞,氵,6.9136,"['氺', '水', '氵']",[101742]
溯,氵,2.316,"['氺', '水', '氵']",[101758]
溃,氵,35.442,"['氺', '水', '氵']",[101776]
沧,氵,19.9852,"['氺', '水', '氵']",[101781]
湛,氵,7.3136,"['氺', '水', '氵']",[101823]
澎,氵,3.9802,"['氺', '水', '氵']",[101825]
湃,氵,3.4667,"['氺', '水', '氵']",[101826]
沟,氵,39.9753,"['氺', '水', '氵']",[102019]
汤,氵,115.1753,"['氺', '水', '氵']",[102022]
洪,氵,22.7704,"['氺', '水', '氵']",[102027]
沈,氵,31.3284,"['氺', '水', '氵']",[102143]
浩,氵,29.8963,"['氺', '水', '氵']",[102276]
汁,氵,62.3852,"['氺', '水', '氵']",[102514]
灌,氵,30.9284,"['氺', '水', '氵']",[102526]
漆,氵,13.6494,"['氺', '水', '氵']",[102535]
洒,氵,33.6,"['氺', '水', '氵']",[102737]
潭,氵,7.442,"['氺', '水', '氵']",[102740]
溢,氵,26.1481,"['氺', '水', '氵']",[102764]
渗,氵,5.4173,"['氺', '水', '氵']",[102914]
渴,氵,44.4444,"['氺', '水', '氵']",[102943]
滤,氵,9.684,"['氺', '水', '氵']",[102980]
泊,氵,14.0691,"['氺', '水', '氵']",[103001]
泳,氵,30.0642,"['氺', '水', '氵']",[103009]
潍,氵,1.6444,"['氺', '水', '氵']",[103109]
浑,氵,22.5778,"['氺', '水', '氵']",[103128]
沫,氵,13.4123,"['氺', '水', '氵']",[103137]
澄,氵,5.7975,"['氺', '水', '氵']",[103149]
渊,氵,6.158,"['氺', '水', '氵']",[103189]
浇,氵,9.3778,"['氺', '水', '氵']",[103228]
洽,氵,3.4321,"['氺', '水', '氵']",[103249]
沐,氵,10.1926,"['氺', '水', '氵']",[103303]
澡,氵,68.5333,"['氺', '水', '氵']",[103339]
泼,氵,16.9877,"['氺', '水', '氵']",[103357]
沸,氵,17.6988,"['氺', '水', '氵']",[103397]
瀑,氵,12.4346,"['氺', '水', '氵']",[103416]
潇,氵,16.4049,"['氺', '水', '氵']",[103448]
泻,氵,8.8494,"['氺', '水', '氵']",[103463]
淹,氵,9.1753,"['氺', '水', '氵']",[103547]
溉,氵,0.8642,"['氺', '水', '氵']",[103595]
汕,氵,13.6247,"['氺', '水', '氵']",[103600]
澈,氵,15.2691,"['氺', '水', '氵']",[103617]
汲,氵,1.1111,"['氺', '水', '氵']",[103656]
沥,氵,7.6642,"['氺', '水', '氵']",[103674]
滥,氵,12.3605,"['氺', '水', '氵']",[103691]
沛,氵,4.7605,"['氺', '水', '氵']",[103725]
泣,氵,20.6123,"['氺', '水', '氵']",[103738]
涤,氵,3.0667,"['氺', '水', '氵']",[103739]
渲,氵,1.8716,"['氺', '水', '氵']",[103770]
淌,氵,5.5358,"['氺', '水', '氵']",[103785]
濒,氵,2.0148,"['氺', '水', '氵']",[103810]
沌,氵,2.7556,"['氺', '水', '氵']",[103819]
淇,氵,11.7926,"['氺', '水', '氵']",[103822]
沮,氵,8.7457,"['氺', '水', '氵']",[103857]
沦,氵,9.9605,"['氺', '水', '氵']",[103870]
汶,氵,1.679,"['氺', '水', '氵']",[103878]
淆,氵,1.4025,"['氺', '水', '氵']",[103890]
溪,氵,16.0346,"['氺', '水', '氵']",[104096]
浅,氵,37.0864,"['氺', '水', '氵']",[104362]
涛,氵,12.8691,"['氺', '水', '氵']",[104699]
潘,氵,13.516,"['氺', '水', '氵']",[105027]
渣,氵,18.2765,"['氺', '水', '氵']",[105411]
渝,氵,12.8444,"['氺', '水', '氵']",[106391]
沾,氵,15.8617,"['氺', '水', '氵']",[107531]
淑,氵,18.5383,"['氺', '水', '氵']",[107968]
溜,氵,34.558,"['氺', '水', '氵']",[108051]
汝,氵,2.6864,"['氺', '水', '氵']",[108353]
淫,氵,16.8593,"['氺', '水', '氵']",[108673]
澜,氵,7.7086,"['氺', '水', '氵']",[109154]
沁,氵,2.9728,"['氺', '水', '氵']",[110420]
溺,氵,8.2123,"['氺', '水', '氵']",[111157]
涩,氵,16.9136,"['氺', '水', '氵']",[111347]
浊,氵,3.1852,"['氺', '水', '氵']",[111817]
汀,氵,7.2346,"['氺', '水', '氵']",[112272]
滔,氵,3.521,"['氺', '水', '氵']",[112820]
淳,氵,5.3975,"['氺', '水', '氵']",[112862]
涅,氵,5.6148,"['氺', '水', '氵']",[112999]
涝,氵,0.4198,"['氺', '水', '氵']",[113498]
渺,氵,10,"['氺', '水', '氵']",[114012]
渍,氵,3.6741,"['氺', '水', '氵']",[114820]
洼,氵,1.0222,"['氺', '水', '氵']",[114913]
涡,氵,3.2099,"['氺', '水', '氵']",[115738]
溅,氵,4.2469,"['氺', '水', '氵']",[115841]
渭,氵,0.9827,"['氺', '水', '氵']",[116230]
沼,氵,3.5012,"['氺', '水', '氵']",[116259]
泾,氵,0.879,"['氺', '水', '氵']",[116608]
沽,氵,2.9679,"['氺', '水', '氵']",[116989]
涧,氵,0.9284,"['氺', '水', '氵']",[117954]
淤,氵,3.2296,"['氺', '水', '氵']",[118495]
瀚,氵,2.1778,"['氺', '水', '氵']",[118758]
泓,氵,0.6173,"['氺', '水', '氵']",[119124]
汐,氵,1.1852,"['氺', '水', '氵']",[119132]
浚,氵,0.4296,"['氺', '水', '氵']",[119179]
漾,氵,5.1852,"['氺', '水', '氵']",[119213]
湄,氵,0.7654,"['氺', '水', '氵']",[119218]
汹,氵,3.7679,"['氺', '水', '氵']",[119323]
泞,氵,1.2494,"['氺', '水', '氵']",[119340]
涣,氵,0.4296,"['氺', '水', '氵']",[119391]
涕,氵,13.516,"['氺', '水', '氵']",[119392]
涮,氵,4.2617,"['氺', '水', '氵']",[119419]
漓,氵,6.1926,"['氺', '水', '氵']",[119463]
漱,氵,6.3457,"['氺', '水', '氵']",[119477]
沤,氵,0.0741,"['氺', '水', '氵']",[119748]
沏,氵,0.8099,"['氺', '水', '氵']",[119749]
汨,氵,0.3951,"['氺', '水', '氵']",[119752]
沆,氵,0.2519,"['氺', '水', '氵']",[119755]
泔,氵,0.2074,"['氺', '水', '氵']",[119946]
沭,氵,0.2272,"['氺', '水', '氵']",[119947]
泷,氵,0.9037,"['氺', '水', '氵']",[119948]
泱,氵,0.5778,"['氺', '水', '氵']",[119949]
泅,氵,0.158,"['氺', '水', '氵']",[119950]
泠,氵,0.3704,"['氺', '水', '氵']",[119951]
沱,氵,0.7506,"['氺', '水', '氵']",[119956]
泯,氵,1.758,"['氺', '水', '氵']",[119957]
洌,氵,0.1679,"['氺', '水', '氵']",[120222]
浃,氵,0.3951,"['氺', '水', '氵']",[120223]
洙,氵,1.8914,"['氺', '水', '氵']",[120226]
涎,氵,1.684,"['氺', '水', '氵']",[120227]
涟,氵,6.4198,"['氺', '水', '氵']",[120497]
涓,氵,0.9086,"['氺', '水', '氵']",[120501]
浜,氵,0.8889,"['氺', '水', '氵']",[120504]
浣,氵,1.8025,"['氺', '水', '氵']",[120506]
渎,氵,2.4642,"['氺', '水', '氵']",[120776]
淖,氵,0.2914,"['氺', '水', '氵']",[120778]
涸,氵,0.9531,"['氺', '水', '氵']",[120781]
湮,氵,1.1407,"['氺', '水', '氵']",[121044]
湎,氵,0.316,"['氺', '水', '氵']",[121045]
湍,氵,0.4593,"['氺', '水', '氵']",[121047]
渥,氵,0.7704,"['氺', '水', '氵']",[121055]
溴,氵,0.1383,"['氺', '水', '氵']",[121306]
滦,氵,0.321,"['氺', '水', '氵']",[121309]
滂,氵,0.4,"['氺', '水', '氵']",[121311]
滓,氵,0.7111,"['氺', '水', '氵']",[121312]
潢,氵,1.3284,"['氺', '水', '氵']",[121501]
漕,氵,0.5531,"['氺', '水', '氵']",[121502]
漪,氵,5.9753,"['氺', '水', '氵']",[121508]
漉,氵,1.7383,"['氺', '水', '氵']",[121509]
漩,氵,1.7235,"['氺', '水', '氵']",[121510]
潦,氵,1.5111,"['氺', '水', '氵']",[121677]
濑,氵,1.4716,"['氺', '水', '氵']",[121830]
潞,氵,0.237,"['氺', '水', '氵']",[121832]
濡,氵,2.9679,"['氺', '水', '氵']",[121938]
瀣,氵,0.0691,"['氺', '水', '氵']",[122045]
瀛,氵,0.6914,"['氺', '水', '氵']",[122046]
澪,氵,0.2765,"['氺', '水', '氵']",[123582]
法,氵,826.637,"['氺', '水', '氵']",[24339]
注,氵,500.4938,"['氺', '水', '氵']",[25074]
沢,氵,0.4691,"['氺', '水', '氵']","[30006, 95]"
消,氵,373.8469,"['氺', '水', '氵']",[32320]
源,氵,153.7728,"['氺', '水', '氵']",[37984]
海,氵,619.8173,"['氺', '水', '氵']",[55135]
江,氵,195.4815,"['氺', '水', '氵']",[69177]
治,氵,146.0296,"['氺', '水', '氵']",[69905]
没,氵,3800.0543,"['氺', '水', '氵']",[70927]
活,氵,1309.6741,"['氺', '水', '氵']",[75606]
清,氵,578.7605,"['氺', '水', '氵']",[79766]
游,氵,645.4123,"['氺', '水', '氵']",[82894]
流,氵,454.5778,"['氺', '水', '氵']",[88653]
汽,氵,73.2543,"['氺', '水', '氵']",[95400]
深,氵,331.521,"['氺', '水', '氵']",[99194]
济,氵,69.1407,"['氺', '水', '氵']",[99284]
演,氵,345.8963,"['氺', '水', '氵']",[99312]
油,氵,393.3531,"['氺', '水', '氵']",[99318]
满,氵,410.8889,"['氺', '水', '氵']",[99333]
温,氵,323.9556,"['氺', '水', '氵']",[99416]
河,氵,125.0963,"['氺', '水', '氵']",[99469]
测,氵,285.6395,"['氺', '水', '氵']",[99507]
湖,氵,130.6864,"['氺', '水', '氵']",[99529]
