Character,Radical,CharFreq,Radicals,Qwen_Token_IDs
黒,黒,0.6173,"['黑', '黒']","[29768, 240]"
黔,黑,1.2049,"['黑', '黒']",[109335]
黛,黑,20.6667,"['黑', '黒']",[112783]
黯,黑,4.0346,"['黑', '黒']",[119529]
黜,黑,0.084,"['黑', '黒']",[121890]
黝,黑,0.3951,"['黑', '黒']",[121891]
黠,黑,0.2469,"['黑', '黒']",[121981]
黢,黑,0.1086,"['黑', '黒']",[122029]
黩,黑,0.0148,"['黑', '黒']",[122063]
黑,黑,515.4074,"['黑', '黒']",[56652]
默,黑,134.6667,"['黑', '黒']",[99987]
虑,虍,84.9481,['虍'],[100042]
虚,虍,91.9259,['虍'],[100226]
虎,虍,133.5605,['虍'],[100422]
虐,虍,26.0889,['虍'],[103478]
虞,虍,2.5481,['虍'],[109845]
虏,虍,2.3259,['虍'],[119331]
虔,虍,4.5333,['虍'],[120363]
戸,戸,0.2914,['戸'],"[7536, 116]"
扇,戶,20.2123,['戶'],[102741]
扁,戶,16.0741,['戶'],[109770]
扉,戶,5.4914,['戶'],[119149]
戾,戶,0.6025,['戶'],[119976]
扈,戶,0.5975,['戶'],[120799]
户,戶,523.437,['戶'],[17523]
所,戶,1250.5827,['戶'],[31838]
房,戶,457.1852,['戶'],[99218]
黄,黃,244.7062,['黃'],[99789]
灯,火,163.0173,"['火', '灬']",[100183]
烧,火,170.3309,"['火', '灬']",[100228]
炎,火,42.7062,"['火', '灬']",[100439]
煤,火,13.6543,"['火', '灬']",[100471]
灭,火,84.0444,"['火', '灬']",[100493]
炼,火,36,"['火', '灬']",[100532]
灰,火,96.4889,"['火', '灬']",[100815]
烦,火,277.7037,"['火', '灬']",[100886]
炸,火,103.7728,"['火', '灬']",[100893]
炒,火,84.0148,"['火', '灬']",[101311]
炉,火,34.3111,"['火', '灬']",[101399]
炭,火,7.7827,"['火', '灬']",[101520]
煌,火,20.9432,"['火', '灬']",[101559]
燥,火,24.5037,"['火', '灬']",[101575]
烘,火,7.0667,"['火', '灬']",[101813]
烤,火,72.6617,"['火', '灬']",[102554]
烂,火,111.6741,"['火', '灬']",[102581]
焊,火,1.7877,"['火', '灬']",[103017]
炫,火,49.5358,"['火', '灬']",[103193]
灿,火,52.5432,"['火', '灬']",[103322]
焰,火,15.1704,"['火', '灬']",[103369]
焕,火,5.7877,"['火', '灬']",[103493]
烁,火,3.5704,"['火', '灬']",[103514]
焚,火,6.242,"['火', '灬']",[103676]
烯,火,1.2444,"['火', '灬']",[103771]
炬,火,4.6815,"['火', '灬']",[103781]
焙,火,2.9185,"['火', '灬']",[103820]
炮,火,187.9654,"['火', '灬']",[104444]
灶,火,8.5728,"['火', '灬']",[107031]
烫,火,30.0198,"['火', '灬']",[107408]
熔,火,2.8938,"['火', '灬']",[107882]
炖,火,14.0741,"['火', '灬']",[110798]
灼,火,10.7457,"['火', '灬']",[111294]
炳,火,1.6099,"['火', '灬']",[111567]
煲,火,18.9531,"['火', '灬']",[114728]
烛,火,17.358,"['火', '灬']",[115257]
烷,火,1.2593,"['火', '灬']",[116356]
灸,火,1.6988,"['火', '灬']",[116553]
煽,火,5.3284,"['火', '灬']",[117215]
熄,火,6.6864,"['火', '灬']",[117471]
炽,火,2.3654,"['火', '灬']",[118379]
烽,火,26.0494,"['火', '灬']",[118750]
炊,火,1.7432,"['火', '灬']",[119130]
炙,火,2.2025,"['火', '灬']",[119183]
焖,火,4.8741,"['火', '灬']",[119201]
炯,火,1.1753,"['火', '灬']",[119204]
炕,火,1.6741,"['火', '灬']",[119243]
烙,火,4.884,"['火', '灬']",[119247]
烃,火,0.3259,"['火', '灬']",[119255]
熠,火,1.2691,"['火', '灬']",[119292]
炷,火,0.3605,"['火', '灬']",[120218]
烩,火,2.3111,"['火', '灬']",[120489]
烊,火,2.2025,"['火', '灬']",[120490]
烬,火,1.4173,"['火', '灬']",[120493]
焗,火,2.237,"['火', '灬']",[120773]
煨,火,0.9235,"['火', '灬']",[121289]
煅,火,0.1185,"['火', '灬']",[121290]
煊,火,0.2716,"['火', '灬']",[121291]
煸,火,4.0049,"['火', '灬']",[121292]
熵,火,0.0593,"['火', '灬']",[121673]
熨,火,2.316,"['火', '灬']",[121689]
燎,火,0.8691,"['火', '灬']",[121826]
燮,火,1.1704,"['火', '灬']",[121931]
炆,火,0.1778,"['火', '灬']",[122349]
火,火,528.6667,"['火', '灬']",[79599]
燻,火,0.0938,"['火', '灬']","[99301, 119]"
灵,火,212.8346,"['火', '灬']",[99677]
烟,火,216.8938,"['火', '灬']",[99752]
爆,火,254.5333,"['火', '灬']",[99849]
灾,火,29.3481,"['火', '灬']",[99969]
熟,灬,163.9802,"['火', '灬']",[100089]
焦,灬,38.8938,"['火', '灬']",[100479]
熊,灬,79.358,"['火', '灬']",[101330]
熙,灬,22.5975,"['火', '灬']",[103004]
熬,灬,73.7284,"['火', '灬']",[103071]
烹,灬,7.1457,"['火', '灬']",[103499]
燕,灬,32.1975,"['火', '灬']",[104260]
煮,灬,76.9827,"['火', '灬']",[104783]
煎,灬,33.042,"['火', '灬']",[108471]
煞,灬,6.7012,"['火', '灬']",[109441]
熏,灬,11.0667,"['火', '灬']",[111166]
焉,灬,3.8568,"['火', '灬']",[112112]
熹,灬,0.9086,"['火', '灬']",[119228]
煦,灬,0.879,"['火', '灬']",[121189]
点,灬,2556.3951,"['火', '灬']",[27442]
然,灬,1939.9062,"['火', '灬']",[60894]
热,灬,445.7235,"['火', '灬']",[99259]
照,灬,530.3605,"['火', '灬']",[99331]
烈,灬,102.8296,"['火', '灬']",[99865]
燃,灬,36.637,"['火', '灬']",[99986]
凡,几,81.9259,['几'],[100216]
凭,几,46.0691,['几'],[100284]
凤,几,69.5309,['几'],[101269]
凰,几,17.6741,['几'],[101544]
凯,几,87.279,['几'],[104156]
凳,几,11.0173,['几'],[116020]
几,几,729.8469,['几'],[99195]
巷,己,12.5975,['己'],[105486]
巳,己,0.716,['己'],[118778]
巻,己,0.1827,['己'],"[17156, 119]"
已,己,1150.2617,['己'],[36667]
己,己,1767.8667,['己'],[99270]
巴,己,266.1877,['己'],[99395]
归,彐,144.163,"['彐', '彑']",[100040]
彗,彐,0.8988,"['彐', '彑']",[120550]
录,彐,339.037,"['彐', '彑']",[23656]
当,彐,1142.9679,"['彐', '彑']",[39165]
既,旡,158.1827,"['旡', '无']",[99929]
觅,见,10.8889,"['见', '見']",[114982]
觊,见,0.6765,"['见', '見']",[120391]
觎,见,0.6864,"['见', '見']",[121245]
觐,见,0.2025,"['见', '見']",[121560]
觑,见,0.6123,"['见', '見']",[121590]
规,见,120.0444,"['见', '見']",[74386]
见,见,1158.5086,"['见', '見']",[88970]
观,见,253.2296,"['见', '見']",[99237]
觉,见,1670.558,"['见', '見']",[99353]
览,见,22.0346,"['见', '見']",[99778]
继,纟,296.8296,"['糸', '纟']",[100016]
纸,纟,188.0395,"['糸', '纟']",[100050]
纯,纟,113.7432,"['糸', '纟']",[100073]
纷,纟,51.4963,"['糸', '纟']",[100100]
繁,纟,34.5037,"['糸', '纟']",[100112]
缘,纟,117.042,"['糸', '纟']",[100236]
纠,纟,81.7679,"['糸', '纟']",[100300]
纵,纟,32.3605,"['糸', '纟']",[100306]
绘,纟,31.8864,"['糸', '纟']",[100329]
纹,纟,61.8617,"['糸', '纟']",[100526]
纽,纟,41.5901,"['糸', '纟']",[100594]
绕,纟,38.2815,"['糸', '纟']",[100766]
绪,纟,83.8123,"['糸', '纟']",[100829]
缝,纟,23.0617,"['糸', '纟']",[100904]
绑,纟,73.2988,"['糸', '纟']",[101004]
缴,纟,9.0914,"['糸', '纟']",[101439]
纤,纟,16.2765,"['糸', '纟']",[101538]
纺,纟,6.8741,"['糸', '纟']",[101604]
绵,纟,29.2198,"['糸', '纟']",[101733]
绸,纟,3.1605,"['糸', '纟']",[101811]
纱,纟,22.6765,"['糸', '纟']",[102891]
缆,纟,3.1457,"['糸', '纟']",[102931]
缠,纟,29.6494,"['糸', '纟']",[103073]
绣,纟,9.8272,"['糸', '纟']",[103084]
绎,纟,10.3556,"['糸', '纟']",[103147]
纲,纟,10.642,"['糸', '纟']",[103241]
绽,纟,17.3235,"['糸', '纟']",[103412]
纬,纟,2.7012,"['糸', '纟']",[103517]
缅,纟,5.0025,"['糸', '纟']",[103603]
缀,纟,5.7284,"['糸', '纟']",[103630]
缚,纟,7.6543,"['糸', '纟']",[103648]
缤,纟,29.7481,"['糸', '纟']",[103802]
绚,纟,8.2469,"['糸', '纟']",[103814]
绳,纟,18.9877,"['糸', '纟']",[106491]
绒,纟,51.5704,"['糸', '纟']",[108040]
缕,纟,6.7012,"['糸', '纟']",[111141]
绞,纟,5.0864,"['糸', '纟']",[113698]
绊,纟,8.2222,"['糸', '纟']",[114683]
绮,纟,2.484,"['糸', '纟']",[114800]
缉,纟,13.284,"['糸', '纟']",[115097]
绥,纟,0.5284,"['糸', '纟']",[115910]
绰,纟,2.8346,"['糸', '纟']",[116170]
纶,纟,5.9259,"['糸', '纟']",[117030]
绅,纟,10.484,"['糸', '纟']",[117216]
绷,纟,5.0272,"['糸', '纟']",[117711]
缪,纟,2.5235,"['糸', '纟']",[118934]
纾,纟,0.2815,"['糸', '纟']",[119198]
缔,纟,1.6099,"['糸', '纟']",[119205]
缎,纟,1.3926,"['糸', '纟']",[119273]
纫,纟,0.884,"['糸', '纟']",[119310]
绢,纟,1.0173,"['糸', '纟']",[119397]
缭,纟,3.7827,"['糸', '纟']",[119498]
缰,纟,0.4988,"['糸', '纟']",[119509]
纣,纟,0.3111,"['糸', '纟']",[119651]
纭,纟,0.2864,"['糸', '纟']",[119786]
纰,纟,0.2667,"['糸', '纟']",[119787]
绀,纟,0.1383,"['糸', '纟']",[120000]
绉,纟,0.2272,"['糸', '纟']",[120005]
绌,纟,0.1284,"['糸', '纟']",[120006]
绔,纟,0.3605,"['糸', '纟']",[120275]
绦,纟,0.1432,"['糸', '纟']",[120545]
绨,纟,0.0148,"['糸', '纟']",[120546]
绯,纟,4.3457,"['糸', '纟']",[120829]
绶,纟,0.3012,"['糸', '纟']",[120834]
绻,纟,0.7556,"['糸', '纟']",[120836]
缄,纟,0.8198,"['糸', '纟']",[121086]
缈,纟,1.037,"['糸', '纟']",[121089]
缜,纟,0.6716,"['糸', '纟']",[121335]
缛,纟,0.1679,"['糸', '纟']",[121336]
缢,纟,0.1037,"['糸', '纟']",[121341]
缥,纟,0.9778,"['糸', '纟']",[121537]
缨,纟,0.5333,"['糸', '纟']",[121540]
缮,纟,0.3605,"['糸', '纟']",[121695]
缱,纟,0.8395,"['糸', '纟']",[121845]
编,纟,68.1037,"['糸', '纟']",[30868]
结,纟,754.2321,"['糸', '纟']",[36885]
组,纟,179.7975,"['糸', '纟']",[40027]
线,纟,320.3901,"['糸', '纟']",[43268]
级,纟,624.6667,"['糸', '纟']",[52334]
经,纟,1400.4494,"['糸', '纟']",[53393]
统,纟,183.0074,"['糸', '纟']",[54658]
络,纟,70.0049,"['糸', '纟']",[68065]
给,纟,2437.7778,"['糸', '纟']",[89012]
约,纟,266.6716,"['糸', '纟']",[94237]
细,纟,209.1309,"['糸', '纟']",[99338]
纪,纟,125.6049,"['糸', '纟']",[99422]
红,纟,687.8173,"['糸', '纟']",[99425]
续,纟,513.0568,"['糸', '纟']",[99448]
纳,纟,108.5877,"['糸', '纟']",[99458]
维,纟,185.2099,"['糸', '纟']",[99479]
终,纟,677.5012,"['糸', '纟']",[99501]
织,纟,120.2123,"['糸', '纟']",[99554]
综,纟,37.0321,"['糸', '纟']",[99611]
绝,纟,316.5778,"['糸', '纟']",[99631]
绿,纟,107.5951,"['糸', '纟']",[99679]
缩,纟,35.7383,"['糸', '纟']",[99872]
绍,纟,86.2716,"['糸', '纟']",[99889]
绩,纟,62.2815,"['糸', '纟']",[99923]
练,纟,141.2148,"['糸', '纟']",[99930]
缓,纟,45.9012,"['糸', '纟']",[99982]
解,角,559.3086,['角'],[49238]
角,角,263.2444,['角'],[63836]
触,角,68.6815,['角'],[99953]
帝,巾,169.5506,['巾'],[100432]
帅,巾,163.1259,['巾'],[100830]
帐,巾,28.5333,['巾'],[101686]
帽,巾,72.2914,['巾'],[102663]
帖,巾,25.2444,['巾'],[102843]
巾,巾,44.1778,['巾'],[103203]
帘,巾,22.2519,['巾'],[103287]
帜,巾,2.4198,['巾'],[103443]
幂,巾,33.9802,['巾'],[103762]
帕,巾,26.2568,['巾'],[105091]
帆,巾,24.879,['巾'],[106414]
幢,巾,3.6198,['巾'],[111551]
帧,巾,0.8148,['巾'],[116226]
帚,巾,1.921,['巾'],[119341]
帷,巾,2.6716,['巾'],[119410]
幌,巾,1.3877,['巾'],[119460]
帛,巾,0.479,['巾'],[119914]
帼,巾,1.9012,['巾'],[120682]
幄,巾,0.637,['巾'],[120952]
幔,巾,0.3062,['巾'],[121434]
幡,巾,0.6123,['巾'],[121626]
市,巾,774.4444,['巾'],[22697]
常,巾,665.842,['巾'],[38953]
布,巾,287.8025,['巾'],[51827]
师,巾,497.3827,['巾'],[99235]
带,巾,754.6864,['巾'],[99278]
希,巾,617.2148,['巾'],[99658]
帮,巾,752.5235,['巾'],[99663]
幅,巾,34.8444,['巾'],[99708]
幕,巾,81.6593,['巾'],[99710]
席,巾,50.1333,['巾'],[99768]
币,巾,126.1531,['巾'],[99945]
斥,斤,11.3037,['斤'],[101709]
斤,斤,42.0988,['斤'],[102374]
斩,斤,9.2938,['斤'],[102861]
斧,斤,3.7136,['斤'],[112541]
新,斤,3202.6765,['斤'],[16628]
断,斤,276.8049,['斤'],[63789]
斯,斤,541.3728,['斤'],[99295]
铁,钅,195.1309,"['钅', '金']",[100164]
针,钅,68.4543,"['钅', '金']",[100179]
锁,钅,87.4173,"['钅', '金']",[100504]
锋,钅,46.5333,"['钅', '金']",[100510]
镜,钅,116.5728,"['钅', '金']",[100811]
铺,钅,41.5358,"['钅', '金']",[100816]
锅,钅,128.879,"['钅', '金']",[101240]
锦,钅,27.4667,"['钅', '金']",[101288]
锻,钅,18.9383,"['钅', '金']",[101410]
钻,钅,89.279,"['钅', '金']",[101444]
铜,钅,24.6568,"['钅', '金']",[102138]
铝,钅,4.1185,"['钅', '金']",[102383]
锐,钅,10.8346,"['钅', '金']",[102632]
铭,钅,62.1235,"['钅', '金']",[102673]
铸,钅,2.7852,"['钅', '金']",[102801]
锡,钅,13.5457,"['钅', '金']",[102813]
锈,钅,4.7358,"['钅', '金']",[102825]
钥,钅,35.3827,"['钅', '金']",[103080]
钩,钅,8.4938,"['钅', '金']",[103316]
锌,钅,2.0296,"['钅', '金']",[103354]
锂,钅,0.7358,"['钅', '金']",[103404]
钓,钅,15.5111,"['钅', '金']",[103429]
镀,钅,1.5358,"['钅', '金']",[103528]
镑,钅,8.8988,"['钅', '金']",[103557]
镶,钅,3.8025,"['钅', '金']",[103872]
钙,钅,10.8642,"['钅', '金']",[106033]
铃,钅,26.4198,"['钅', '金']",[106595]
钉,钅,14.0247,"['钅', '金']",[107866]
铅,钅,11.9605,"['钅', '金']",[108633]
锤,钅,8.0444,"['钅', '金']",[109428]
钦,钅,3.8074,"['钅', '金']",[110251]
铲,钅,7.2494,"['钅', '金']",[110660]
钞,钅,11.1802,"['钅', '金']",[110912]
钠,钅,2.1086,"['钅', '金']",[110915]
铂,钅,1.1753,"['钅', '金']",[111402]
钛,钅,1.4173,"['钅', '金']",[111536]
钧,钅,1.6198,"['钅', '金']",[111651]
钾,钅,2.1877,"['钅', '金']",[112210]
锯,钅,4.9679,"['钅', '金']",[112791]
铮,钅,1.4074,"['钅', '金']",[113094]
镁,钅,2.3605,"['钅', '金']",[113636]
锥,钅,1.8815,"['钅', '金']",[114635]
锚,钅,1.7136,"['钅', '金']",[115117]
钝,钅,6.4593,"['钅', '金']",[115483]
锣,钅,4.8247,"['钅', '金']",[115807]
镍,钅,0.4543,"['钅', '金']",[116218]
钯,钅,0.1185,"['钅', '金']",[116868]
镖,钅,6.7259,"['钅', '金']",[117315]
钳,钅,2.4395,"['钅', '金']",[117874]
铠,钅,1.6,"['钅', '金']",[119087]
锰,钅,0.316,"['钅', '金']",[119113]
钴,钅,0.2074,"['钅', '金']",[119168]
铬,钅,0.4296,"['钅', '金']",[119244]
铐,钅,4.1679,"['钅', '金']",[119411]
铛,钅,2.8395,"['钅', '金']",[119412]
锄,钅,6.484,"['钅', '金']",[119435]
锹,钅,0.4642,"['钅', '金']",[119472]
镐,钅,12.084,"['钅', '金']",[119488]
镰,钅,1.0025,"['钅', '金']",[119520]
钌,钅,0.0198,"['钅', '金']",[119714]
钎,钅,0.1185,"['钅', '金']",[119892]
钒,钅,0.0988,"['钅', '金']",[119894]
钕,钅,0.1877,"['钅', '金']",[119895]
钚,钅,0.5136,"['钅', '金']",[120143]
钡,钅,0.163,"['钅', '金']",[120144]
钵,钅,2.0395,"['钅', '金']",[120394]
钹,钅,0.0988,"['钅', '金']",[120395]
铀,钅,0.3951,"['钅', '金']",[120400]
铄,钅,0.1926,"['钅', '金']",[120401]
铆,钅,1.7235,"['钅', '金']",[120402]
铉,钅,1.279,"['钅', '金']",[120404]
铎,钅,0.9827,"['钅', '金']",[120411]
铡,钅,0.1679,"['钅', '金']",[120694]
铢,钅,0.4741,"['钅', '金']",[120695]
铤,钅,0.3012,"['钅', '金']",[120697]
铩,钅,0.0741,"['钅', '金']",[120700]
铪,钅,0.1778,"['钅', '金']",[120701]
铯,钅,0.0296,"['钅', '金']",[120703]
铰,钅,0.2469,"['钅', '金']",[120704]
铱,钅,0.084,"['钅', '金']",[120705]
铵,钅,0.3012,"['钅', '金']",[120707]
铿,钅,0.8988,"['钅', '金']",[120957]
锃,钅,0.316,"['钅', '金']",[120958]
锉,钅,0.4296,"['钅', '金']",[120961]
锏,钅,0.7506,"['钅', '金']",[120962]
锑,钅,0.1333,"['钅', '金']",[120963]
锒,钅,0.1481,"['钅', '金']",[120964]
锕,钅,0.6074,"['钅', '金']",[120966]
锗,钅,0.2272,"['钅', '金']",[121218]
锢,钅,2.2568,"['钅', '金']",[121224]
锨,钅,0.0494,"['钅', '金']",[121225]
锭,钅,0.3556,"['钅', '金']",[121227]
锱,钅,0.1086,"['钅', '金']",[121228]
锲,钅,0.4395,"['钅', '金']",[121442]
锶,钅,0.1481,"['钅', '金']",[121444]
锵,钅,1.6444,"['钅', '金']",[121447]
镂,钅,2.3802,"['钅', '金']",[121448]
镊,钅,0.3506,"['钅', '金']",[121630]
镉,钅,0.7506,"['钅', '金']",[121631]
镌,钅,0.4148,"['钅', '金']",[121632]
镗,钅,0.0444,"['钅', '金']",[121775]
镚,钅,0.1284,"['钅', '金']",[121777]
镣,钅,0.4593,"['钅', '金']",[121896]
镫,钅,0.1136,"['钅', '金']",[121901]
镬,钅,0.3111,"['钅', '金']",[121985]
镭,钅,0.9728,"['钅', '金']",[121986]
镯,钅,4.563,"['钅', '金']",[121987]
镳,钅,0.9432,"['钅', '金']",[122066]
钜,钅,0.2815,"['钅', '金']",[122480]
铥,钅,0.1432,"['钅', '金']",[122830]
错,钅,798.3111,"['钅', '金']",[28726]
键,钅,124.9975,"['钅', '金']",[60949]
链,钅,88.1877,"['钅', '金']",[63314]
钟,钅,377.3037,"['钅', '金']",[75061]
钮,钅,6.5679,"['钅', '金']",[76648]
销,钅,176.8494,"['钅', '金']",[91453]
钱,钅,666.7556,"['钅', '金']",[99428]
镇,钅,82.6568,"['钅', '金']",[99523]
银,钅,153.8914,"['钅', '金']",[99660]
钢,钅,41.8617,"['钅', '金']",[99737]
鉴,金,39.3728,"['钅', '金']",[100564]
釜,金,1.8963,"['钅', '金']",[119086]
鏖,金,0.4642,"['钅', '金']",[122042]
金,金,738.9778,"['钅', '金']",[34230]
韭,韭,4.2815,['韭'],[103866]
舆,臼,3.2346,['臼'],[101664]
舅,臼,29.1506,['臼'],[101849]
臼,臼,0.8988,['臼'],[119307]
舀,臼,1.2,['臼'],[119384]
臾,臼,0.3259,['臼'],[119904]
事,亅,2513.6148,['亅'],[29826]
了,亅,18808.9136,['亅'],[34187]
予,亅,57.363,['亅'],[99944]
吧,口,3244.4938,"['囗', '口']",[100003]
叶,口,102.0691,"['囗', '口']",[100027]
召,口,143.1457,"['囗', '口']",[100056]
唱,口,285.9358,"['囗', '口']",[100074]
唐,口,65.1506,"['囗', '口']",[100181]
吉,口,301.6543,"['囗', '口']",[100188]
叹,口,38.158,"['囗', '口']",[100330]
喝,口,508.8444,"['囗', '口']",[100399]
咨,口,10.7951,"['囗', '口']",[100412]
嘴,口,167.1062,"['囗', '口']",[100457]
唯,口,136.0593,"['囗', '口']",[100473]
嘉,口,54.8346,"['囗', '口']",[100731]
呈,口,27.1556,"['囗', '口']",[100827]
呵,口,133.3827,"['囗', '口']",[100953]
唤,口,145.0617,"['囗', '口']",[101005]
呢,口,1118.9432,"['囗', '口']",[101036]
吗,口,2614,"['囗', '口']",[101037]
吨,口,5.5605,"['囗', '口']",[101249]
哭,口,228.8741,"['囗', '口']",[101268]
咖,口,375.6444,"['囗', '口']",[101342]
吐,口,98.8889,"['囗', '口']",[101377]
啥,口,163.6444,"['囗', '口']",[101417]
吵,口,121.9654,"['囗', '口']",[101666]
喻,口,9.1605,"['囗', '口']",[101773]
噪,口,6.6025,"['囗', '口']",[101793]
喉,口,51.5111,"['囗', '口']",[101818]
嘿,口,289.5852,"['囗', '口']",[101834]
嘻,口,65.7778,"['囗', '口']",[101854]
君,口,126.2123,"['囗', '口']",[101956]
喷,口,39.3679,"['囗', '口']",[102125]
咱,口,108.6123,"['囗', '口']",[102177]
吹,口,95.7185,"['囗', '口']",[102203]
啡,口,360.0346,"['囗', '口']",[102312]
吊,口,29.6099,"['囗', '口']",[102370]
吕,口,48.8444,"['囗', '口']",[102426]
嘛,口,264.7506,"['囗', '口']",[102455]
哲,口,22.4247,"['囗', '口']",[102607]
吓,口,96.8889,"['囗', '口']",[102636]
唇,口,27.5407,"['囗', '口']",[102773]
囊,口,15.7383,"['囗', '口']",[102781]
咸,口,19.4617,"['囗', '口']",[102805]
吞,口,23.0025,"['囗', '口']",[102840]
啤,口,35.7926,"['囗', '口']",[102886]
哀,口,42.4741,"['囗', '口']",[103000]
吁,口,4.4691,"['囗', '口']",[103138]
咽,口,13.8321,"['囗', '口']",[103162]
咳,口,42.5827,"['囗', '口']",[103298]
嗽,口,18.4593,"['囗', '口']",[103299]
喘,口,13.1259,"['囗', '口']",[103425]
叮,口,14.0988,"['囗', '口']",[103484]
咪,口,58.8741,"['囗', '口']",[103577]
呕,口,16.7407,"['囗', '口']",[103611]
哮,口,6.0494,"['囗', '口']",[103668]
喇,口,34.0198,"['囗', '口']",[103719]
叭,口,7.4321,"['囗', '口']",[103720]
嘲,口,17.5753,"['囗', '口']",[103721]
吩,口,2.316,"['囗', '口']",[103734]
咐,口,4.0346,"['囗', '口']",[103735]
哺,口,2.6617,"['囗', '口']",[103746]
嗓,口,28.316,"['囗', '口']",[103751]
嘱,口,7.9506,"['囗', '口']",[103769]
噬,口,4.8148,"['囗', '口']",[103804]
咙,口,23.9358,"['囗', '口']",[103867]
啊,口,3242.1679,"['囗', '口']",[103924]
吴,口,54.2914,"['囗', '口']",[103948]
啦,口,1029.3136,"['囗', '口']",[104060]
哦,口,968.9531,"['囗', '口']",[104170]
呀,口,403.9259,"['囗', '口']",[104256]
喊,口,68.3605,"['囗', '口']",[104611]
呆,口,105.5852,"['囗', '口']",[104660]
咬,口,42.1235,"['囗', '口']",[105118]
喂,口,99.7679,"['囗', '口']",[105711]
吾,口,55.1753,"['囗', '口']",[106046]
嗯,口,207.3926,"['囗', '口']",[106287]
哑,口,13.4716,"['囗', '口']",[106558]
吻,口,70.6617,"['囗', '口']",[107261]
哼,口,43.9802,"['囗', '口']",[107314]
咒,口,24.479,"['囗', '口']",[107619]
吟,口,8,"['囗', '口']",[108375]
哇,口,204.4444,"['囗', '口']",[108668]
哄,口,20.2914,"['囗', '口']",[108676]
咋,口,75.8963,"['囗', '口']",[108806]
吼,口,38.5185,"['囗', '口']",[108953]
哨,口,6.163,"['囗', '口']",[109760]
哎,口,167.763,"['囗', '口']",[110030]
唉,口,109.2691,"['囗', '口']",[110370]
喀,口,3.4025,"['囗', '口']",[110747]
咯,口,234.3358,"['囗', '口']",[110789]
呗,口,20.7407,"['囗', '口']",[111382]
哟,口,92.0444,"['囗', '口']",[111447]
喔,口,101.0765,"['囗', '口']",[111539]
咏,口,6.3111,"['囗', '口']",[111572]
哗,口,11.0617,"['囗', '口']",[111701]
啸,口,19.2889,"['囗', '口']",[111758]
嘎,口,41.6346,"['囗', '口']",[111947]
吏,口,0.8049,"['囗', '口']",[112395]
嗨,口,174.9778,"['囗', '口']",[112488]
哒,口,13.6049,"['囗', '口']",[113572]
哉,口,6.084,"['囗', '口']",[113722]
咕,口,12.1284,"['囗', '口']",[113898]
哩,口,21.8074,"['囗', '口']",[113974]
嗜,口,6.9333,"['囗', '口']",[114732]
啃,口,12.6173,"['囗', '口']",[114792]
喧,口,18.8148,"['囗', '口']",[114914]
叨,口,16.4988,"['囗', '口']",[115282]
嚷,口,6.9827,"['囗', '口']",[115423]
咚,口,4.963,"['囗', '口']",[116028]
喵,口,21.7284,"['囗', '口']",[116198]
嚼,口,10.321,"['囗', '口']",[116284]
嗅,口,4.0691,"['囗', '口']",[116496]
嗣,口,0.7062,"['囗', '口']",[116860]
啪,口,9.7235,"['囗', '口']",[116944]
嘶,口,3.5556,"['囗', '口']",[117084]
咧,口,20.0938,"['囗', '口']",[117176]
嗡,口,4.9877,"['囗', '口']",[117377]
呐,口,56.9531,"['囗', '口']",[117825]
唾,口,4.1975,"['囗', '口']",[117974]
唔,口,239.4519,"['囗', '口']",[118121]
啼,口,4.2321,"['囗', '口']",[118139]
吱,口,5.1951,"['囗', '口']",[118159]
噢,口,226.5827,"['囗', '口']",[118401]
叩,口,1.7235,"['囗', '口']",[118446]
咔,口,29.9012,"['囗', '口']",[118474]
嘘,口,19.2938,"['囗', '口']",[119021]
呦,口,22.8148,"['囗', '口']",[119024]
噜,口,16.9086,"['囗', '口']",[119076]
嚎,口,4.4741,"['囗', '口']",[119103]
呃,口,123.0272,"['囗', '口']",[119108]
喽,口,77.6494,"['囗', '口']",[119118]
呛,口,6,"['囗', '口']",[119157]
呜,口,51.2543,"['囗', '口']",[119176]
噗,口,9.521,"['囗', '口']",[119224]
唧,口,6.7901,"['囗', '口']",[119227]
嘟,口,11.0222,"['囗', '口']",[119235]
啰,口,8.3654,"['囗', '口']",[119297]
叽,口,5.758,"['囗', '口']",[119301]
叼,口,15.9901,"['囗', '口']",[119302]
吆,口,1.5309,"['囗', '口']",[119305]
吠,口,2.558,"['囗', '口']",[119314]
吭,口,3.684,"['囗', '口']",[119315]
吮,口,1.3037,"['囗', '口']",[119316]
吝,口,5.1012,"['囗', '口']",[119321]
呻,口,2.5432,"['囗', '口']",[119332]
咄,口,1.9111,"['囗', '口']",[119333]
哆,口,9.763,"['囗', '口']",[119356]
唠,口,12.7852,"['囗', '口']",[119375]
唁,口,0.2519,"['囗', '口']",[119381]
唆,口,1.7086,"['囗', '口']",[119382]
啄,口,1.1753,"['囗', '口']",[119406]
唬,口,4.163,"['囗', '口']",[119409]
喳,口,2.5037,"['囗', '口']",[119430]
嗦,口,7.5506,"['囗', '口']",[119454]
嘀,口,11.1012,"['囗', '口']",[119471]
嘹,口,0.5827,"['囗', '口']",[119483]
噩,口,24.0444,"['囗', '口']",[119499]
嚣,口,24.5284,"['囗', '口']",[119519]
叱,口,0.8494,"['囗', '口']",[119563]
呒,口,1.0519,"['囗', '口']",[119696]
呓,口,0.5975,"['囗', '口']",[119697]
呔,口,0.3654,"['囗', '口']",[119698]
