Character,Radical,CharFreq,Radicals
溜,氵,34.558,"['氺', '水', '氵']"
蚜,虫,0.3753,['虫']
睑,目,1.3185,['目']
柚,木,9.3728,['木']
川,川,46.242,"['巛', '巜', '川']"
颖,页,15.7284,"['頁', '页']"
嗖,口,2.2667,"['囗', '口']"
掼,扌,0.2914,"['扌', '手']"
讫,讠,0.0444,"['讠', '言']"
挫,扌,21.1852,"['扌', '手']"
羸,羊,0.2716,['羊']
瑰,王,32.8494,"['王', '玉']"
贞,贝,14.716,"['貝', '贝']"
纰,纟,0.2667,"['糸', '纟']"
栓,木,2.9531,['木']
喔,口,101.0765,"['囗', '口']"
婉,女,8.3556,['女']
瓜,瓜,124.0148,['瓜']
玛,王,136.9877,"['王', '玉']"
曹,曰,58.4,['曰']
饿,饣,154.3654,"['飠', '饣', '食']"
蝼,虫,0.1481,['虫']
蔽,艹,8.484,['艹']
哽,口,1.9605,"['囗', '口']"
嗷,口,12.8346,"['囗', '口']"
坍,土,1.2593,['土']
恕,心,11.7877,"['心', '忄']"
疟,疒,0.4,['疒']
簿,⺮,6.158,"['⺮', '竹']"
摁,扌,1.6247,"['扌', '手']"
斩,斤,9.2938,['斤']
券,刀,44.9383,"['刂', '刀']"
筒,⺮,24.4049,"['⺮', '竹']"
况,冫,153.6346,['冫']
挟,扌,2,"['扌', '手']"
篝,⺮,1.4321,"['⺮', '竹']"
娶,女,59.4864,['女']
嘎,口,41.6346,"['囗', '口']"
铂,钅,1.1753,"['钅', '金']"
莓,艹,29.2346,['艹']
葵,艹,8.0198,['艹']
玑,王,0.7309,"['王', '玉']"
钥,钅,35.3827,"['钅', '金']"
蜗,虫,16.642,['虫']
剂,刂,32.4543,"['刂', '刀']"
绒,纟,51.5704,"['糸', '纟']"
猖,犭,1.9654,"['犬', '犭']"
帘,巾,22.2519,['巾']
桂,木,21.4321,['木']
呱,口,6.6469,"['囗', '口']"
焚,火,6.242,"['火', '灬']"
勉,力,14.8593,['力']
巳,己,0.716,['己']
叠,又,14.3111,['又']
蝾,虫,0.1136,['虫']
孳,子,0.0642,['子']
蹋,足,2.5827,['足']
趔,走,0.0346,['走']
嘟,口,11.0222,"['囗', '口']"
蠕,虫,3.2296,['虫']
遍,辶,130.5284,['辶']
驸,马,0.237,"['馬', '马']"
辑,车,51.8321,"['车', '車']"
奚,大,0.7457,['大']
撵,扌,0.8296,"['扌', '手']"
碎,石,98.0296,['石']
讽,讠,13.1802,"['讠', '言']"
榜,木,77.1062,['木']
藿,艹,0.321,['艹']
陀,阝,16.6469,"['邑', '阜', '阝']"
邵,阝,3.1852,"['邑', '阜', '阝']"
鹏,鸟,8.9481,"['鳥', '鸟']"
猥,犭,10.1926,"['犬', '犭']"
炯,火,1.1753,"['火', '灬']"
啧,口,6.6617,"['囗', '口']"
伙,亻,254.2815,"['人', '亻']"
萨,艹,146.1975,['艹']
蟑,虫,3.5802,['虫']
哭,口,228.8741,"['囗', '口']"
徇,彳,0.15310000000000001,['彳']
犀,牛,20.3802,"['牜', '牛']"
禄,礻,53.9062,"['礻', '示']"
箫,⺮,1.8667,"['⺮', '竹']"
镗,钅,0.0444,"['钅', '金']"
慎,忄,21.3926,"['心', '忄']"
禀,示,0.8198,"['礻', '示']"
桔,木,9.6889,['木']
坑,土,67.5062,['土']
些,二,1297.6148,['二']
蓑,艹,0.2864,['艹']
悼,忄,4.3457,"['心', '忄']"
榻,木,1.1753,['木']
履,尸,7.5506,['尸']
裆,衤,2.163,"['衣', '衤']"
嗟,口,0.9679,"['囗', '口']"
邱,阝,4.4,"['邑', '阜', '阝']"
嘈,口,5.8765,"['囗', '口']"
蚱,虫,0.5975,['虫']
厦,厂,35.442,['厂']
涓,氵,0.9086,"['氺', '水', '氵']"
腭,月,0.1432,['月']
浏,氵,9.0914,"['氺', '水', '氵']"
铠,钅,1.6,"['钅', '金']"
蛇,虫,35.1753,['虫']
勋,力,281.4568,['力']
杖,木,15.4469,['木']
忿,心,0.7309,"['心', '忄']"
闾,门,0.1284,"['門', '门']"
煽,火,5.3284,"['火', '灬']"
蝇,虫,6.0444,['虫']
徜,彳,0.9136,['彳']
渲,氵,1.8716,"['氺', '水', '氵']"
麸,麦,0.4741,"['麥', '麦']"
郁,阝,90.9728,"['邑', '阜', '阝']"
侃,亻,6.2568,"['人', '亻']"
倌,亻,1.0716,"['人', '亻']"
啤,口,35.7926,"['囗', '口']"
滩,氵,27.7827,"['氺', '水', '氵']"
寅,宀,1.1506,['宀']
肋,月,5.6,['月']
鸳,鸟,2.9728,"['鳥', '鸟']"
臼,臼,0.8988,['臼']
萧,艹,14.1877,['艹']
哔,口,2.0494,"['囗', '口']"
宕,宀,1.6889,['宀']
皓,白,3.0025,['白']
迭,辶,4.0148,['辶']
氧,气,20.6272,['气']
枣,木,20.5185,['木']
塘,土,13.3284,['土']
缥,纟,0.9778,"['糸', '纟']"
蚌,虫,1.437,['虫']
苑,艹,15.8667,['艹']
芹,艹,8.0889,['艹']
塞,土,119.3235,['土']
峨,山,2.5136,['山']
胯,月,1.2444,['月']
浦,氵,26.9284,"['氺', '水', '氵']"
赘,贝,4.0049,"['貝', '贝']"
俸,亻,24.4494,"['人', '亻']"
篱,⺮,2.484,"['⺮', '竹']"
奴,女,16.5136,['女']
砍,石,14.963,['石']
孖,子,0.8296,['子']
炳,火,1.6099,"['火', '灬']"
矽,石,0.079,['石']
娃,女,65.9309,['女']
辟,辛,6.3753,['辛']
捡,扌,25.6296,"['扌', '手']"
俳,亻,0.4889,"['人', '亻']"
淹,氵,9.1753,"['氺', '水', '氵']"
恼,忄,62.7605,"['心', '忄']"
佩,亻,44.5136,"['人', '亻']"
馏,饣,0.5827,"['飠', '饣', '食']"
惬,忄,23.2691,"['心', '忄']"
尹,尸,3.3679,['尸']
焉,灬,3.8568,"['火', '灬']"
愠,忄,0.2667,"['心', '忄']"
谓,讠,89.116,"['讠', '言']"
粤,米,87.7679,['米']
唢,口,0.1679,"['囗', '口']"
鸬,鸟,0.0642,"['鳥', '鸟']"
郝,阝,2.9877,"['邑', '阜', '阝']"
它,宀,613.2938,['宀']
旌,方,0.2025,['方']
嗡,口,4.9877,"['囗', '口']"
獒,犬,3.9951,"['犬', '犭']"
橱,木,7.6,['木']
乏,丿,39.9309,"['丿', '乀', '乁']"
崭,山,7.8667,['山']
婊,女,16.5383,['女']
牲,牛,20.2864,"['牜', '牛']"
杭,木,31.5309,['木']
毯,毛,16.8444,['毛']
悴,忄,5.8222,"['心', '忄']"
毅,殳,11.1012,['殳']
澈,氵,15.2691,"['氺', '水', '氵']"
昴,日,0.1679,['日']
觊,见,0.6765,"['见', '見']"
脏,月,71.521,['月']
焖,火,4.8741,"['火', '灬']"
捷,扌,99.1062,"['扌', '手']"
虫,虫,45.2395,['虫']
旦,日,58.1827,['日']
贮,贝,0.7901,"['貝', '贝']"
既,旡,158.1827,"['旡', '无']"
崛,山,3.284,['山']
轴,车,7.4469,"['车', '車']"
荔,艹,7.9852,['艹']
卢,卜,20.2765,['卜']
圪,土,0.0691,['土']
逛,辶,98.7802,['辶']
讶,讠,16.6963,"['讠', '言']"
惆,忄,5.8272,"['心', '忄']"
诅,讠,11.2642,"['讠', '言']"
辛,辛,142.0247,['辛']
垮,土,8.5235,['土']
澳,氵,42.7309,"['氺', '水', '氵']"
汶,氵,1.679,"['氺', '水', '氵']"
穹,穴,1.4716,['穴']
弘,弓,6.5185,['弓']
釉,釆,0.6469,['釆']
恵,心,0.2765,"['心', '忄']"
榔,木,1.3136,['木']
吻,口,70.6617,"['囗', '口']"
颇,页,10.6025,"['頁', '页']"
枷,木,1.6346,['木']
搽,扌,1.921,"['扌', '手']"
甩,用,26.0691,['用']
茨,艹,10.4099,['艹']
蜚,虫,1.2148,['虫']
敢,攵,380.6963,"['攴', '攵']"
缰,纟,0.4988,"['糸', '纟']"
笞,⺮,0.1383,"['⺮', '竹']"
煮,灬,76.9827,"['火', '灬']"
吓,口,96.8889,"['囗', '口']"
程,禾,247.2099,['禾']
譬,言,2.5284,"['讠', '言']"
呯,口,0.4148,"['囗', '口']"
菟,艹,0.1086,['艹']
践,足,11.1704,['足']
迥,辶,0.721,['辶']
秦,禾,22.9333,['禾']
黯,黑,4.0346,"['黑', '黒']"
需,雨,579.837,['雨']
姗,女,2.3407,['女']
滂,氵,0.4,"['氺', '水', '氵']"
久,丿,438.6815,"['丿', '乀', '乁']"
嘭,口,1.0765,"['囗', '口']"
囹,囗,0.4247,"['囗', '口']"
踯,足,0.1235,['足']
彦,彡,4.1136,['彡']
恺,忄,8.7605,"['心', '忄']"
搋,扌,0.0494,"['扌', '手']"
喃,口,5.1111,"['囗', '口']"
囟,囗,0.1086,"['囗', '口']"
勒,力,82.6272,['力']
芒,艹,33.9556,['艹']
蘑,艹,10.558,['艹']
饴,饣,0.3605,"['飠', '饣', '食']"
嚓,口,3.5407,"['囗', '口']"
荼,艹,1.9111,['艹']
畦,田,0.084,['田']
瘟,疒,2.4,['疒']
唬,口,4.163,"['囗', '口']"
菌,艹,20.3901,['艹']
暨,日,2.958,['日']
蓦,艹,2.6765,['艹']
晶,日,31.5901,['日']
捻,扌,2.721,"['扌', '手']"
薯,艹,27.7778,['艹']
婆,女,217.5111,['女']
捏,扌,30.5333,"['扌', '手']"
锋,钅,46.5333,"['钅', '金']"
荨,艹,0.642,['艹']
峰,山,63.1556,['山']
豹,豸,25.0568,['豸']
藏,艹,162.1531,['艹']
熹,灬,0.9086,"['火', '灬']"
嚷,口,6.9827,"['囗', '口']"
鸠,鸟,2.9531,"['鳥', '鸟']"
靓,青,47.121,['青']
鸵,鸟,1.2,"['鳥', '鸟']"
筷,⺮,11.284,"['⺮', '竹']"
键,钅,124.9975,"['钅', '金']"
吆,口,1.5309,"['囗', '口']"
檫,木,0.316,['木']
贾,贝,10.5975,"['貝', '贝']"
虏,虍,2.3259,['虍']
叶,口,102.0691,"['囗', '口']"
桡,木,0.1136,['木']
诹,讠,0.0938,"['讠', '言']"
锃,钅,0.316,"['钅', '金']"
曳,曰,4.4691,['曰']
帷,巾,2.6716,['巾']
俾,亻,23.2049,"['人', '亻']"
瘴,疒,0.6519,['疒']
瓷,瓦,10.3901,['瓦']
嫉,女,27.6691,['女']
砷,石,0.316,['石']
署,罒,11.1407,"['罒', '网']"
蒂,艹,54.3309,['艹']
咯,口,234.3358,"['囗', '口']"
荠,艹,1.4519,['艹']
沈,氵,31.3284,"['氺', '水', '氵']"
梭,木,8.963,['木']
袜,衤,26.8741,"['衣', '衤']"
鞠,革,4.6667,['革']
桦,木,2.3654,['木']
痹,疒,10.1728,['疒']
膨,月,5.1506,['月']
咚,口,4.963,"['囗', '口']"
虔,虍,4.5333,['虍']
然,灬,1939.9062,"['火', '灬']"
钛,钅,1.4173,"['钅', '金']"
疤,疒,11.5852,['疒']
孑,子,1.0074,['子']
怜,忄,81.8519,"['心', '忄']"
瞧,目,87.4025,['目']
饰,饣,62.7358,"['飠', '饣', '食']"
唏,口,2.558,"['囗', '口']"
咩,口,53.2543,"['囗', '口']"
荆,艹,8.242,['艹']
烁,火,3.5704,"['火', '灬']"
翎,羽,5.8123,['羽']
癖,疒,7.9259,['疒']
裕,衤,7.6593,"['衣', '衤']"
禽,禸,19.2099,['禸']
术,木,236.2815,['木']
件,亻,508.242,"['人', '亻']"
妍,女,7.5852,['女']
闯,门,47.0469,"['門', '门']"
拈,扌,1.363,"['扌', '手']"
棵,木,13.7383,['木']
黒,黒,0.6173,"['黑', '黒']"
兕,儿,0.0198,['儿']
坎,土,17.7284,['土']
弋,弋,0.321,['弋']
笠,⺮,1.2198,"['⺮', '竹']"
馄,饣,4.4247,"['飠', '饣', '食']"
伐,亻,20.9481,"['人', '亻']"
膛,月,3.921,['月']
兹,八,21.0963,"['丷', '八']"
袋,衣,117.5358,"['衣', '衤']"
酩,酉,0.6963,['酉']
楞,木,2.9728,['木']
乎,丿,244.9383,"['丿', '乀', '乁']"
怵,忄,0.2963,"['心', '忄']"
诏,讠,0.4247,"['讠', '言']"
龇,齿,0.2864,"['齿', '齒']"
级,纟,624.6667,"['糸', '纟']"
痒,疒,28.0148,['疒']
昊,日,2.7358,['日']
萍,艹,9.763,['艹']
霹,雨,5.6889,['雨']
则,刂,165.921,"['刂', '刀']"
敛,攵,6.3852,"['攴', '攵']"
殒,歹,0.3605,['歹']
蒲,艹,9.037,['艹']
苔,艹,3.358,['艹']
哺,口,2.6617,"['囗', '口']"
颜,页,89.921,"['頁', '页']"
熬,灬,73.7284,"['火', '灬']"
裹,衣,19.3778,"['衣', '衤']"
哇,口,204.4444,"['囗', '口']"
澡,氵,68.5333,"['氺', '水', '氵']"
跻,足,0.7901,['足']
棱,木,3.1556,['木']
尴,尢,22.1136,"['尣', '尢', '兀']"
慧,心,47.7827,"['心', '忄']"
滨,氵,22.7111,"['氺', '水', '氵']"
桁,木,0.084,['木']
卒,十,2.1975,['十']
腕,月,12.9877,['月']
擀,扌,2.1926,"['扌', '手']"
拎,扌,6.8296,"['扌', '手']"
胴,月,0.158,['月']
伽,亻,9.916,"['人', '亻']"
璀,王,25.3679,"['王', '玉']"
慷,忄,5.9259,"['心', '忄']"
瘸,疒,2.6173,['疒']
糅,米,0.2716,['米']
剜,刂,0.1679,"['刂', '刀']"
贻,贝,0.4346,"['貝', '贝']"
垃,土,46.4148,['土']
窟,穴,7.0222,['穴']
弗,弓,38.9877,['弓']
孪,子,0.6025,['子']
匝,匚,0.5383,['匚']
飚,风,2.4543,"['风', '風']"
凰,几,17.6741,['几']
岚,山,6.0543,['山']
巻,己,0.1827,['己']
崴,山,1.4716,['山']
菅,艹,0.4346,['艹']
鳄,魚,7.1753,"['鱼', '魚']"
诤,讠,0.1679,"['讠', '言']"
潘,氵,13.516,"['氺', '水', '氵']"
询,讠,26.242,"['讠', '言']"
狐,犭,28.4741,"['犬', '犭']"
敖,攵,1.7383,"['攴', '攵']"
眛,目,0.0296,['目']
矢,矢,3.2988,['矢']
耷,耳,0.3951,['耳']
亿,亻,52.8148,"['人', '亻']"
悟,忄,49.0222,"['心', '忄']"
扒,扌,10.0988,"['扌', '手']"
瞻,目,2.7753,['目']
蘸,艹,3.2691,['艹']
馋,饣,7.6691,"['飠', '饣', '食']"
衙,行,0.6963,['行']
阪,阝,2.0444,"['邑', '阜', '阝']"
拄,扌,1.1506,"['扌', '手']"
丛,一,12.6074,['一']
荤,艹,3.8963,['艹']
癞,疒,1.3679,['疒']
疱,疒,1.3975,['疒']
龌,齿,1.9309,"['齿', '齒']"
材,木,76.2617,['木']
瞄,目,8.6815,['目']
黝,黑,0.3951,"['黑', '黒']"
冢,冖,0.9235,['冖']
株,木,4.716,['木']
哐,口,0.642,"['囗', '口']"
叽,口,5.758,"['囗', '口']"
喝,口,508.8444,"['囗', '口']"
攫,扌,0.3901,"['扌', '手']"
垦,土,1.5407,['土']
缭,纟,3.7827,"['糸', '纟']"
耿,耳,3.8914,['耳']
璞,王,0.8988,"['王', '玉']"
涛,氵,12.8691,"['氺', '水', '氵']"
诶,讠,26.6222,"['讠', '言']"
嗬,口,0.9086,"['囗', '口']"
禾,禾,3.8272,['禾']
瑞,王,75.6741,"['王', '玉']"
琦,王,3.7037,"['王', '玉']"
杪,木,0.1284,['木']
晟,日,3.8716,['日']
哦,口,968.9531,"['囗', '口']"
啵,口,5.7432,"['囗', '口']"
诞,讠,95.9901,"['讠', '言']"
萤,艹,2.3259,['艹']
块,土,188.5926,['土']
籍,⺮,19.7235,"['⺮', '竹']"
吱,口,5.1951,"['囗', '口']"
懈,忄,17.3284,"['心', '忄']"
鳌,鱼,0.8444,"['鱼', '魚']"
蛾,虫,3.2,['虫']
炙,火,2.2025,"['火', '灬']"
釜,金,1.8963,"['钅', '金']"
虐,虍,26.0889,['虍']
腊,月,26.8642,['月']
辄,车,1.0815,"['车', '車']"
芦,艹,14.6914,['艹']
迈,辶,39.679,['辶']
驷,马,0.158,"['馬', '马']"
纂,糸,0.1728,"['糸', '纟']"
碗,石,66.1926,['石']
砝,石,0.237,['石']
躬,身,5.363,['身']
勺,勹,15.9358,['勹']
坝,土,4.6074,['土']
犒,牜,2.8593,"['牜', '牛']"
躺,身,70.6963,['身']
裘,衣,1.684,"['衣', '衤']"
仄,人,0.6074,"['人', '亻']"
携,扌,23.5457,"['扌', '手']"
剿,刂,24.7605,"['刂', '刀']"
谚,讠,1.3284,"['讠', '言']"
俄,亻,47.1407,"['人', '亻']"
绦,纟,0.1432,"['糸', '纟']"
娄,米,1.8519,['米']
骡,马,1.9802,"['馬', '马']"
妈,女,990.7012,['女']
酝,酉,3.3383,['酉']
悃,忄,0.1333,"['心', '忄']"
沫,氵,13.4123,"['氺', '水', '氵']"
阀,门,1.8963,"['門', '门']"
筐,⺮,2.0049,"['⺮', '竹']"
彭,彡,14.8198,['彡']
笆,⺮,1.1062,"['⺮', '竹']"
掷,扌,4.8889,"['扌', '手']"
湖,氵,130.6864,"['氺', '水', '氵']"
飓,风,2.963,"['风', '風']"
鸥,鸟,3.3926,"['鳥', '鸟']"
缀,纟,5.7284,"['糸', '纟']"
踢,足,34.4889,['足']
霍,雨,39.7333,['雨']
慨,忄,30.9827,"['心', '忄']"
尤,尢,50.5531,"['尣', '尢', '兀']"
魁,鬼,6.637,['鬼']
廷,廴,10.0889,['廴']
鹦,鸟,2.716,"['鳥', '鸟']"
辙,车,4.8049,"['车', '車']"
亭,亠,8.5185,['亠']
戮,戈,9.9457,['戈']
蝌,虫,0.7605,['虫']
源,氵,153.7728,"['氺', '水', '氵']"
锭,钅,0.3556,"['钅', '金']"
晏,日,1.5506,['日']
炽,火,2.3654,"['火', '灬']"
猢,犭,0.0444,"['犬', '犭']"
葡,艹,30.8741,['艹']
孢,子,0.7062,['子']
竺,⺮,1.042,"['⺮', '竹']"
胰,月,1.9556,['月']
阜,阜,1.8864,"['邑', '阜', '阝']"
庵,广,1.2889,['广']
臀,月,12.1086,['月']
剌,刂,0.7062,"['刂', '刀']"
贿,贝,5.7827,"['貝', '贝']"
岐,山,1.516,['山']
嘹,口,0.5827,"['囗', '口']"
吴,口,54.2914,"['囗', '口']"
寇,宀,23.0469,['宀']
宦,宀,0.3852,['宀']
梁,木,31.1111,['木']
棠,木,2.3358,['木']
姬,女,12.6222,['女']
轧,车,1.3383,"['车', '車']"
枸,木,4.7309,['木']
蜻,虫,1.2296,['虫']
殡,歹,1.8025,['歹']
喀,口,3.4025,"['囗', '口']"
缪,纟,2.5235,"['糸', '纟']"
狰,犬,0.8593,"['犬', '犭']"
每,母,964.1481,"['毋', '母']"
玫,王,34.8494,"['王', '玉']"
旭,日,6.8691,['日']
怅,忄,6.6272,"['心', '忄']"
伺,亻,5.5309,"['人', '亻']"
犄,牜,0.4049,"['牜', '牛']"
睇,目,65.916,['目']
搪,扌,0.8,"['扌', '手']"
甥,生,9.7679,['生']
撅,扌,1.3235,"['扌', '手']"
瘠,疒,0.479,['疒']
攘,扌,1.7531,"['扌', '手']"
侈,亻,16.1827,"['人', '亻']"
蛹,虫,0.6469,['虫']
佗,亻,0.3704,"['人', '亻']"
赭,赤,0.0741,['赤']
蕉,艹,22.5975,['艹']
泅,氵,0.158,"['氺', '水', '氵']"
讥,讠,1.2198,"['讠', '言']"
辗,车,6.9383,"['车', '車']"
弑,弋,0.3309,['弋']
饺,饣,53.5309,"['飠', '饣', '食']"
倦,亻,21.1111,"['人', '亻']"
蜿,虫,0.7753,['虫']
褡,衤,0.0691,"['衣', '衤']"
疵,疒,3.6889,['疒']
橇,木,1.5852,['木']
铆,钅,1.7235,"['钅', '金']"
逝,辶,33.6,['辶']
鼬,鼠,1.1901,['鼠']
蛔,虫,0.4691,['虫']
擦,扌,121.3926,"['扌', '手']"
窖,穴,6.4444,['穴']
膜,月,40.7901,['月']
帖,巾,25.2444,['巾']
陛,阝,6.3654,"['邑', '阜', '阝']"
铝,钅,4.1185,"['钅', '金']"
嗑,口,5.8173,"['囗', '口']"
肛,月,2.2963,['月']
膳,月,3.6198,['月']
皎,白,0.8049,['白']
俏,亻,17.521,"['人', '亻']"
啪,口,9.7235,"['囗', '口']"
皂,白,11.9704,['白']
泯,氵,1.758,"['氺', '水', '氵']"
峭,山,1.3975,['山']
肽,月,1.1358,['月']
虽,虫,218.1136,['虫']
蔬,艹,25.7333,['艹']
癔,疒,0.2074,['疒']
哉,口,6.084,"['囗', '口']"
镊,钅,0.3506,"['钅', '金']"
捂,扌,13.3778,"['扌', '手']"
闻,门,147.5111,"['門', '门']"
糸,糸,9.0173,"['糸', '纟']"
棘,木,4.9778,['木']
刨,刂,2.2222,"['刂', '刀']"
巾,巾,44.1778,['巾']
蹒,足,1.1506,['足']
侯,亻,9.6642,"['人', '亻']"
扔,扌,49.4568,"['扌', '手']"
埸,土,0.3654,['土']
弓,弓,5.1358,['弓']
壕,土,0.6667,['土']
撑,扌,55.9259,"['扌', '手']"
憔,忄,5.8222,"['心', '忄']"
腌,月,9.4025,['月']
鳖,鱼,1.9309,"['鱼', '魚']"
璧,玉,1.5309,"['王', '玉']"
罅,缶,0.1333,['缶']
潦,氵,1.5111,"['氺', '水', '氵']"
尔,小,398.1877,['小']
琳,王,29.0074,"['王', '玉']"
且,一,268.6914,['一']
屉,尸,5.7086,['尸']
蹭,足,11.8222,['足']
隽,隹,0.6568,['隹']
踉,足,0.321,['足']
瞠,目,0.5235,['目']
肄,聿,0.084,['聿']
咦,口,5.763,"['囗', '口']"
膊,月,10.2667,['月']
歉,欠,150.4247,['欠']
芭,艹,15.7877,['艹']
叁,厶,1.3827,['厶']
舔,舌,9.4716,['舌']
沁,氵,2.9728,"['氺', '水', '氵']"
呷,口,1.2593,"['囗', '口']"
祇,礻,0.4,"['礻', '示']"
魄,鬼,9.8716,['鬼']
靡,非,6.6123,['非']
距,足,106.6716,['足']
簸,⺮,2.8148,"['⺮', '竹']"
蜉,虫,0.2469,['虫']
隧,阝,6.884,"['邑', '阜', '阝']"
嗝,口,4.8741,"['囗', '口']"
诋,讠,2.0395,"['讠', '言']"
哥,口,454.6716,"['囗', '口']"
揉,扌,10.8889,"['扌', '手']"
稣,禾,11.5309,['禾']
羟,羊,0.3407,['羊']
壶,士,15.9753,['士']
罹,罒,0.4593,"['罒', '网']"
翘,羽,11.9951,['羽']
敞,攵,9.1259,"['攴', '攵']"
阑,门,3.0469,"['門', '门']"
耨,耒,0.2568,['耒']
硅,石,3.1012,['石']
铐,钅,4.1679,"['钅', '金']"
霄,雨,5.7086,['雨']
莱,艹,76.6716,['艹']
噎,口,2.3654,"['囗', '口']"
浣,氵,1.8025,"['氺', '水', '氵']"
饕,食,5.2741,"['飠', '饣', '食']"
亩,亠,3.0914,['亠']
痱,疒,0.5284,['疒']
喻,口,9.1605,"['囗', '口']"
娥,女,3.8074,['女']
枚,木,42.0691,['木']
厘,厂,31.1012,['厂']
呻,口,2.5432,"['囗', '口']"
侏,亻,1.8667,"['人', '亻']"
撂,扌,1.3235,"['扌', '手']"
掴,扌,0.3951,"['扌', '手']"
兰,八,153.0963,"['丷', '八']"
笛,⺮,7.6395,"['⺮', '竹']"
骏,马,4.7704,"['馬', '马']"
斐,文,2.884,['文']
嚎,口,4.4741,"['囗', '口']"
州,川,295.1951,"['巛', '巜', '川']"
缎,纟,1.3926,"['糸', '纟']"
肇,聿,5.3926,['聿']
翰,羽,23.2296,['羽']
皈,白,0.958,['白']
嘣,口,1.7827,"['囗', '口']"
络,纟,70.0049,"['糸', '纟']"
寐,宀,3.6593,['宀']
菊,艹,37.0617,['艹']
薰,艹,4.7358,['艹']
斋,文,9.7975,['文']
撸,扌,3.6,"['扌', '手']"
仅,亻,128.2963,"['人', '亻']"
亨,亠,22.7506,['亠']
妲,女,0.8198,['女']
眯,目,5.6247,['目']
狄,犭,11.1111,"['犬', '犭']"
蹙,足,0.2667,['足']
蹲,足,15.437,['足']
艇,舟,11.7728,['舟']
驭,马,4.5432,"['馬', '马']"
廖,广,3.7926,['广']
刃,刀,9.7333,"['刂', '刀']"
聋,耳,6.1284,['耳']
捅,扌,6.8642,"['扌', '手']"
涕,氵,13.516,"['氺', '水', '氵']"
胞,月,30.5728,['月']
俨,亻,1.3679,"['人', '亻']"
慕,心,68.3358,"['心', '忄']"
吏,口,0.8049,"['囗', '口']"
壤,土,3.3778,['土']
鲭,鱼,0.5284,"['鱼', '魚']"
佯,亻,0.8296,"['人', '亻']"
衡,行,33.7778,['行']
氟,气,1.2691,['气']
辆,车,72.484,"['车', '車']"
涵,氵,20.9383,"['氺', '水', '氵']"
爹,父,90.3506,['父']
挞,扌,3.7086,"['扌', '手']"
谵,讠,0.0198,"['讠', '言']"
弧,弓,3.2988,['弓']
盏,皿,6.958,['皿']
琛,王,1.0272,"['王', '玉']"
椭,木,0.6272,['木']
痊,疒,3.3679,['疒']
孟,子,9.9753,['子']
蚯,虫,0.9778,['虫']
枉,木,8.0148,['木']
掟,扌,0.2272,"['扌', '手']"
嶙,山,0.2716,['山']
傀,亻,0.958,"['人', '亻']"
恪,忄,0.7062,"['心', '忄']"
奎,大,5.4469,['大']
愣,忄,8.2568,"['心', '忄']"
我,戈,25482.9531,['戈']
哮,口,6.0494,"['囗', '口']"
葛,艹,42.1975,['艹']
诵,讠,4.0593,"['讠', '言']"
袅,衣,2.2123,"['衣', '衤']"
柠,木,20.6914,['木']
钧,钅,1.6198,"['钅', '金']"
郭,阝,33.7383,"['邑', '阜', '阝']"
吼,口,38.5185,"['囗', '口']"
槽,木,32.2914,['木']
讪,讠,3.9951,"['讠', '言']"
艮,艮,0.8099,['艮']
皲,皮,0.3259,['皮']
捶,扌,3.2346,"['扌', '手']"
粟,米,3.6642,['米']
镂,钅,2.3802,"['钅', '金']"
掘,扌,13.8074,"['扌', '手']"
虞,虍,2.5481,['虍']
戕,戈,0.0642,['戈']
噫,口,0.2222,"['囗', '口']"
啮,口,0.2864,"['囗', '口']"
廿,廾,8.1432,['廾']
苇,艹,1.6346,['艹']
嚄,口,0.1827,"['囗', '口']"
鼯,鼠,0.0247,['鼠']
漩,氵,1.7235,"['氺', '水', '氵']"
彗,彐,0.8988,"['彐', '彑']"
嗯,口,207.3926,"['囗', '口']"
靛,青,0.3506,['青']
蜀,虫,7.5457,['虫']
伞,人,24.2815,"['人', '亻']"
寞,宀,82.879,['宀']
碌,石,43.837,['石']
沪,氵,9.6049,"['氺', '水', '氵']"
铢,钅,0.4741,"['钅', '金']"
泓,氵,0.6173,"['氺', '水', '氵']"
禹,忄,2.3901,"['心', '忄']"
怖,忄,47.7333,"['心', '忄']"
藉,艹,5.5852,['艹']
赝,贝,0.6123,"['貝', '贝']"
麋,鹿,0.484,['鹿']
噪,口,6.6025,"['囗', '口']"
莺,艹,1.9654,['艹']
麒,鹿,1.6346,['鹿']
铰,钅,0.2469,"['钅', '金']"
噢,口,226.5827,"['囗', '口']"
矗,目,0.7556,['目']
増,土,0.237,['土']
侥,亻,2.0099,"['人', '亻']"
螳,虫,1.3531,['虫']
铛,钅,2.8395,"['钅', '金']"
嬴,女,0.484,['女']
鲣,鱼,0.0642,"['鱼', '魚']"
祺,礻,1.5753,"['礻', '示']"
姝,女,0.3753,['女']
辍,车,0.8099,"['车', '車']"
煨,火,0.9235,"['火', '灬']"
瞑,目,4.9531,['目']
芙,艹,13.9012,['艹']
沮,氵,8.7457,"['氺', '水', '氵']"
坊,土,24.5136,['土']
窈,穴,6.1827,['穴']
椽,木,0.0543,['木']
丫,丨,53.9852,['丨']
谄,讠,0.6914,"['讠', '言']"
渝,氵,12.8444,"['氺', '水', '氵']"
喋,口,10.884,"['囗', '口']"
诫,讠,3.9605,"['讠', '言']"
戸,戸,0.2914,['戸']
焗,火,2.237,"['火', '灬']"
